yearID,teamID,W,L,R,RA,H,HR,BB,SO,Win
1945,SLN,95,59,756,583,1498,64,515,488.0,1
1946,BOS,104,50,792,594,1441,109,687,661.0,1
1946,CHA,74,80,562,595,1364,37,501,600.0,0
1946,CLE,68,86,537,638,1285,79,506,697.0,0
1946,DET,92,62,704,567,1373,108,622,616.0,1
1946,NYA,87,67,684,547,1275,136,627,706.0,1
1946,PHA,49,105,529,680,1317,40,482,594.0,0
1946,SLA,66,88,621,710,1350,84,465,713.0,0
1946,WS1,76,78,608,706,1388,60,511,641.0,0
1946,BRO,96,60,701,570,1376,55,691,575.0,1
1946,BSN,81,72,630,592,1377,44,558,468.0,1
1946,CHN,82,71,626,581,1344,56,586,599.0,1
1946,CIN,67,87,523,570,1262,65,493,604.0,0
1946,NY1,61,93,612,685,1326,121,532,546.0,0
1946,PHI,69,85,560,705,1351,80,417,590.0,0
1946,PIT,63,91,552,668,1300,60,592,555.0,0
1946,SLN,98,58,712,545,1426,81,530,537.0,1
1947,BOS,83,71,720,669,1412,103,666,590.0,1
1947,CHA,70,84,553,661,1350,53,492,527.0,0
1947,CLE,80,74,687,588,1392,112,502,609.0,1
1947,DET,85,69,714,642,1363,103,762,565.0,1
1947,NYA,97,57,794,568,1439,115,610,581.0,1
1947,PHA,78,76,633,614,1311,61,605,563.0,1
1947,SLA,59,95,564,744,1238,90,583,664.0,0
1947,WS1,64,90,496,675,1234,42,525,534.0,0
1947,BRO,94,60,774,668,1428,83,732,561.0,1
1947,BSN,86,68,701,622,1444,85,558,500.0,1
1947,CHN,69,85,567,722,1373,71,471,578.0,0
1947,CIN,73,81,681,755,1372,95,539,530.0,0
1947,NY1,81,73,830,761,1446,221,494,568.0,1
1947,PHI,62,92,589,687,1354,60,464,594.0,0
1947,PIT,62,92,744,817,1385,156,607,687.0,0
1947,SLN,89,65,780,634,1462,115,612,511.0,1
1948,BOS,96,59,907,720,1471,121,823,552.0,1
1948,CHA,51,101,559,814,1303,55,595,528.0,0
1948,CLE,97,58,840,568,1534,155,646,575.0,1
1948,DET,78,76,700,726,1396,78,671,504.0,1
1948,NYA,94,60,857,633,1480,139,623,478.0,1
1948,PHA,84,70,729,735,1345,68,726,523.0,1
1948,SLA,59,94,671,849,1438,63,578,572.0,0
1948,WS1,56,97,578,796,1245,31,568,572.0,0
1948,BRO,84,70,744,667,1393,91,601,684.0,1
1948,BSN,91,62,739,584,1458,95,671,536.0,1
1948,CHN,64,90,597,706,1402,87,443,578.0,0
1948,CIN,64,89,588,752,1266,104,478,586.0,0
1948,NY1,78,76,780,704,1352,164,599,648.0,1
1948,PHI,66,88,591,729,1367,91,440,598.0,0
1948,PIT,83,71,706,699,1388,108,580,578.0,1
1948,SLN,85,69,742,646,1396,105,594,521.0,1
1949,BOS,96,58,896,667,1500,131,835,510.0,1
1949,CHA,63,91,648,737,1340,43,702,596.0,0
1949,CLE,89,65,675,574,1358,112,601,534.0,1
1949,DET,87,67,751,655,1405,88,751,502.0,1
1949,NYA,97,57,829,637,1396,115,731,539.0,1
1949,PHA,81,73,726,725,1331,82,783,493.0,1
1949,SLA,53,101,667,913,1301,117,631,700.0,0
1949,WS1,50,104,584,868,1330,81,593,495.0,0
1949,BRO,97,57,879,651,1477,152,638,570.0,1
1949,BSN,75,79,706,719,1376,103,684,656.0,0
1949,CHN,61,93,593,773,1336,97,396,573.0,0
1949,CIN,62,92,627,770,1423,86,429,559.0,0
1949,NY1,73,81,736,693,1383,147,613,523.0,0
1949,PHI,81,73,662,668,1349,122,528,670.0,1
1949,PIT,71,83,681,760,1350,126,548,554.0,0
1949,SLN,96,58,766,616,1513,102,569,482.0,1
1950,BOS,94,60,1027,804,1665,161,719,582.0,1
1950,CHA,60,94,625,749,1368,93,551,566.0,0
1950,CLE,92,62,806,654,1417,164,693,624.0,1
1950,DET,95,59,837,713,1518,114,722,480.0,1
1950,NYA,98,56,914,691,1511,159,687,463.0,1
1950,PHA,52,102,670,913,1361,100,685,493.0,0
1950,SLA,58,96,684,916,1269,106,690,744.0,0
1950,WS1,67,87,690,813,1365,76,671,606.0,0
1950,BRO,89,65,847,724,1461,194,607,632.0,1
1950,BSN,83,71,785,736,1411,148,615,616.0,1
1950,CHN,64,89,643,772,1298,161,479,767.0,0
1950,CIN,66,87,654,734,1366,99,504,497.0,0
1950,NY1,86,68,735,643,1352,133,627,629.0,1
1950,PHI,91,63,722,624,1440,125,535,569.0,1
1950,PIT,57,96,681,857,1404,138,564,693.0,0
1950,SLN,78,75,693,670,1353,102,606,604.0,1
1951,BOS,87,67,804,725,1428,127,756,594.0,1
1951,CHA,81,73,714,644,1453,86,596,524.0,1
1951,CLE,93,61,696,594,1346,140,606,632.0,1
1951,DET,73,81,685,741,1413,104,568,525.0,0
1951,NYA,98,56,798,621,1395,140,605,547.0,1
1951,PHA,70,84,736,745,1381,102,677,565.0,0
1951,SLA,52,102,611,882,1288,86,521,693.0,0
1951,WS1,62,92,672,764,1399,54,560,515.0,0
1951,BRO,97,60,855,672,1511,184,603,649.0,1
1951,BSN,76,78,723,662,1385,130,565,617.0,0
1951,CHN,62,92,614,750,1327,103,477,647.0,0
1951,CIN,68,86,559,667,1309,88,415,577.0,0
1951,NY1,98,59,781,641,1396,179,671,624.0,1
1951,PHI,73,81,648,644,1384,108,505,525.0,0
1951,PIT,64,90,689,845,1372,137,557,615.0,0
1951,SLN,81,73,683,671,1404,95,569,492.0,1
1952,BOS,76,78,668,658,1338,113,542,739.0,0
1952,CHA,81,73,610,568,1337,80,541,521.0,1
1952,CLE,93,61,763,606,1399,148,626,749.0,1
1952,DET,50,104,557,738,1278,103,553,605.0,0
1952,NYA,95,59,727,557,1411,129,566,652.0,1
1952,PHA,79,75,664,723,1305,89,683,561.0,1
1952,SLA,64,90,604,733,1340,82,540,720.0,0
1952,WS1,78,76,598,608,1282,50,580,607.0,1
1952,BRO,96,57,775,603,1380,153,663,699.0,1
1952,BSN,64,89,569,651,1214,110,483,711.0,0
1952,CHN,77,77,628,631,1408,107,422,712.0,0
1952,CIN,69,85,615,659,1303,104,480,709.0,0
1952,NY1,92,62,722,639,1337,151,536,672.0,1
1952,PHI,87,67,657,552,1353,93,540,534.0,1
1952,PIT,42,112,515,793,1201,92,486,724.0,0
1952,SLN,88,66,677,630,1386,97,537,479.0,1
1953,BOS,84,69,656,632,1385,101,496,601.0,1
1953,CHA,89,65,716,592,1345,74,601,530.0,1
1953,CLE,92,62,770,627,1426,160,609,683.0,1
1953,DET,60,94,695,923,1479,108,506,603.0,0
1953,NYA,99,52,801,547,1420,139,656,644.0,1
1953,PHA,59,95,632,799,1398,116,498,602.0,0
1953,SLA,54,100,555,778,1310,112,507,644.0,0
1953,WS1,76,76,687,614,1354,69,596,604.0,0
1953,BRO,105,49,955,689,1529,208,655,686.0,1
1953,CHN,65,89,633,835,1372,137,514,746.0,0
1953,CIN,68,86,714,788,1396,166,485,701.0,0
1953,ML1,92,62,738,589,1422,156,439,637.0,1
1953,NY1,70,84,768,747,1452,176,499,608.0,0
1953,PHI,83,71,716,666,1400,115,530,597.0,1
1953,PIT,50,104,622,887,1297,99,524,715.0,0
1953,SLN,83,71,768,713,1474,140,574,617.0,1
1954,BAL,54,100,483,668,1309,52,468,634.0,0
1954,BOS,69,85,700,728,1436,123,654,660.0,0
1954,CHA,94,60,711,521,1382,94,604,536.0,1
1954,CLE,111,43,746,504,1368,156,637,668.0,1
1954,DET,68,86,584,664,1351,90,492,603.0,0
1954,NYA,103,51,805,563,1400,133,650,632.0,1
1954,PHA,51,103,542,875,1228,94,504,677.0,0
1954,WS1,66,88,632,680,1292,81,610,719.0,0
1954,BRO,92,62,778,740,1418,186,634,625.0,1
1954,CHN,64,90,700,766,1412,159,478,693.0,0
1954,CIN,74,80,729,763,1369,147,557,645.0,0
1954,ML1,89,65,670,556,1395,139,471,619.0,1
1954,NY1,97,57,732,550,1386,186,522,561.0,1
1954,PHI,75,79,659,614,1384,102,604,620.0,0
1954,PIT,53,101,557,845,1260,76,566,737.0,0
1954,SLN,72,82,799,790,1518,119,582,586.0,0
1955,BAL,57,97,540,754,1263,54,560,742.0,0
1955,BOS,84,70,755,652,1392,137,707,733.0,1
1955,CHA,91,63,725,557,1401,116,567,595.0,1
1955,CLE,93,61,698,601,1325,148,723,715.0,1
1955,DET,79,75,775,658,1407,130,641,583.0,1
1955,KC1,63,91,638,911,1395,121,463,725.0,0
1955,NYA,96,58,762,569,1342,175,609,658.0,1
1955,WS1,53,101,598,789,1277,80,538,654.0,0
1955,BRO,98,55,857,650,1406,201,674,718.0,1
1955,CHN,72,81,626,713,1287,164,428,806.0,0
1955,CIN,75,79,761,684,1424,181,556,657.0,0
1955,ML1,85,69,743,668,1377,182,504,735.0,1
1955,NY1,80,74,702,673,1377,169,497,581.0,1
1955,PHI,77,77,675,666,1300,132,652,673.0,0
1955,PIT,60,94,560,767,1262,91,471,652.0,0
1955,SLN,68,86,654,757,1375,143,458,597.0,0
1956,BAL,69,85,571,705,1242,91,563,725.0,0
1956,BOS,84,70,780,751,1473,139,727,687.0,1
1956,CHA,85,69,776,634,1412,128,619,660.0,1
1956,CLE,88,66,712,581,1256,153,681,764.0,1
1956,DET,82,72,789,699,1494,150,644,618.0,1
1956,KC1,52,102,619,831,1325,112,480,727.0,0
1956,NYA,97,57,857,631,1433,190,615,755.0,1
1956,WS1,59,95,652,924,1302,112,690,877.0,0
1956,BRO,93,61,720,601,1315,179,649,738.0,1
1956,CHN,60,94,597,708,1281,142,446,776.0,0
1956,CIN,91,63,775,658,1406,221,528,760.0,1
1956,ML1,92,62,709,569,1350,177,486,714.0,1
1956,NY1,67,87,540,650,1268,145,402,659.0,0
1956,PHI,71,83,668,738,1313,121,585,673.0,0
1956,PIT,66,88,588,653,1340,110,383,752.0,0
1956,SLN,76,78,678,698,1443,124,503,622.0,0
1957,BAL,76,76,597,588,1326,87,504,699.0,0
1957,BOS,82,72,721,668,1380,153,624,739.0,1
1957,CHA,90,64,707,566,1369,106,633,745.0,1
1957,CLE,76,77,682,722,1304,140,591,786.0,0
1957,DET,78,76,614,614,1376,116,504,643.0,1
1957,KC1,59,94,563,710,1262,166,364,760.0,0
1957,NYA,98,56,723,534,1412,145,562,709.0,1
1957,WS1,55,99,603,808,1274,111,527,733.0,0
1957,BRO,84,70,690,591,1325,147,550,848.0,1
1957,CHN,62,92,628,722,1312,147,461,989.0,0
1957,CIN,80,74,747,781,1452,187,546,752.0,1
1957,ML1,95,59,772,613,1469,199,461,729.0,1
1957,NY1,69,85,643,701,1349,157,447,669.0,0
1957,PHI,77,77,623,656,1311,117,534,758.0,0
1957,PIT,62,92,586,696,1447,92,374,733.0,0
1957,SLN,87,67,737,666,1497,132,493,672.0,1
1958,BAL,74,79,521,575,1233,108,483,731.0,0
1958,BOS,79,75,697,691,1335,155,638,820.0,1
1958,CHA,82,72,634,615,1348,101,518,669.0,1
1958,CLE,77,76,694,635,1340,161,494,819.0,1
1958,DET,77,77,659,606,1384,109,463,678.0,0
1958,KC1,73,81,642,713,1297,138,452,747.0,0
1958,NYA,92,62,759,577,1418,164,537,822.0,1
1958,WS1,61,93,553,747,1240,121,477,751.0,0
1958,CHN,72,82,709,725,1402,182,487,853.0,0
1958,CIN,76,78,695,621,1359,123,572,765.0,0
1958,LAN,71,83,668,761,1297,172,495,850.0,0
1958,ML1,92,62,675,541,1388,167,478,646.0,1
1958,PHI,69,85,664,762,1424,124,573,871.0,0
1958,PIT,84,70,662,607,1386,134,396,753.0,1
1958,SFN,80,74,727,698,1399,170,531,817.0,1
1958,SLN,72,82,619,704,1371,111,533,637.0,0
1959,BAL,74,80,551,621,1240,109,536,690.0,0
1959,BOS,75,79,726,696,1335,125,626,810.0,0
1959,CHA,94,60,669,588,1325,97,580,634.0,1
1959,CLE,89,65,745,646,1390,167,433,721.0,1
1959,DET,76,78,713,732,1346,160,580,737.0,0
1959,KC1,66,88,681,760,1383,117,481,780.0,0
1959,NYA,79,75,687,647,1397,153,457,828.0,1
1959,WS1,63,91,619,701,1205,163,517,881.0,0
1959,CHN,74,80,673,688,1321,163,498,911.0,0
1959,CIN,74,80,764,738,1448,161,499,763.0,0
1959,LAN,88,68,705,670,1360,148,591,891.0,1
1959,ML1,86,70,724,623,1426,177,488,765.0,1
1959,PHI,64,90,599,725,1237,113,498,858.0,0
1959,PIT,78,76,651,680,1414,112,442,715.0,1
1959,SFN,83,71,705,613,1377,167,473,875.0,1
1959,SLN,71,83,641,725,1432,118,485,747.0,0
1960,BAL,89,65,682,606,1307,123,596,801.0,1
1960,BOS,65,89,658,775,1359,124,570,798.0,0
1960,CHA,87,67,741,617,1402,112,567,648.0,1
1960,CLE,76,78,667,693,1415,127,444,573.0,0
1960,DET,71,83,633,644,1243,150,636,728.0,0
1960,KC1,58,96,615,756,1303,110,513,744.0,0
1960,NYA,97,57,746,627,1377,193,537,818.0,1
1960,WS1,73,81,672,696,1283,147,584,883.0,0
1960,CHN,60,94,634,776,1293,119,531,897.0,0
1960,CIN,67,87,640,692,1324,140,512,858.0,0
1960,LAN,82,72,662,593,1333,126,529,837.0,1
1960,ML1,88,66,724,658,1393,170,463,793.0,1
1960,PHI,59,95,546,691,1235,99,448,1054.0,0
1960,PIT,95,59,734,593,1493,120,486,747.0,1
1960,SFN,79,75,671,631,1357,130,467,846.0,1
1960,SLN,86,68,639,616,1317,138,501,792.0,1
1961,BAL,95,67,691,588,1393,149,581,902.0,1
1961,BOS,76,86,729,792,1401,112,647,847.0,0
1961,CHA,86,76,765,726,1475,138,550,612.0,1
1961,CLE,78,83,737,752,1493,150,492,720.0,0
1961,DET,101,61,841,671,1481,180,673,867.0,1
1961,KC1,61,100,683,863,1342,90,580,772.0,0
1961,LAA,70,91,744,784,1331,189,681,1068.0,0
1961,MIN,70,90,707,778,1353,167,597,840.0,0
1961,NYA,109,53,827,612,1461,240,543,785.0,1
1961,WS2,61,100,618,776,1307,119,558,917.0,0
1961,CHN,64,90,689,800,1364,176,539,1027.0,0
1961,CIN,93,61,710,653,1414,158,423,761.0,1
1961,LAN,89,65,735,697,1358,157,596,796.0,1
1961,ML1,83,71,712,656,1365,188,534,880.0,1
1961,PHI,47,107,584,796,1265,103,475,928.0,0
1961,PIT,75,79,694,675,1448,128,428,721.0,0
1961,SFN,85,69,773,655,1379,183,506,764.0,1
1961,SLN,80,74,703,668,1436,103,494,745.0,1
1962,BAL,77,85,652,680,1363,156,516,931.0,0
1962,BOS,76,84,707,756,1429,146,525,923.0,0
1962,CHA,85,77,707,658,1415,92,620,674.0,1
1962,CLE,80,82,682,745,1341,180,502,939.0,0
1962,DET,85,76,758,692,1352,209,651,894.0,1
1962,KC1,72,90,745,837,1467,116,556,803.0,0
1962,LAA,86,76,718,706,1377,137,602,917.0,1
1962,MIN,91,71,798,713,1445,185,649,823.0,1
1962,NYA,96,66,817,680,1509,199,584,842.0,1
1962,WS2,60,101,599,716,1370,132,466,789.0,0
1962,CHN,59,103,632,827,1398,126,504,1044.0,0
1962,CIN,98,64,802,685,1523,167,498,903.0,1
1962,HOU,64,96,592,717,1370,105,493,806.0,0
1962,LAN,102,63,842,697,1510,140,572,886.0,1
1962,ML1,86,76,730,665,1376,181,581,975.0,1
1962,NYN,40,120,617,948,1318,139,616,991.0,0
1962,PHI,81,80,705,759,1410,142,531,923.0,1
1962,PIT,93,68,706,626,1468,108,432,836.0,1
1962,SFN,103,62,878,690,1552,204,523,822.0,1
1962,SLN,84,78,774,664,1528,137,515,846.0,1
1963,BAL,86,76,644,621,1359,146,469,940.0,1
1963,BOS,76,85,666,704,1403,171,475,954.0,0
1963,CHA,94,68,683,544,1379,114,571,896.0,1
1963,CLE,79,83,635,702,1314,169,469,1102.0,0
1963,DET,79,83,700,703,1388,148,592,908.0,0
1963,KC1,73,89,615,704,1356,95,529,829.0,0
1963,LAA,70,91,597,660,1378,95,448,916.0,0
1963,MIN,91,70,767,602,1408,225,547,912.0,1
1963,NYA,104,57,714,547,1387,188,434,808.0,1
1963,WS2,56,106,578,812,1237,138,497,963.0,0
1963,CHN,82,80,570,578,1286,127,439,1049.0,1
1963,CIN,86,76,648,594,1333,122,474,960.0,1
1963,HOU,66,96,464,640,1184,62,456,938.0,0
1963,LAN,99,63,640,550,1361,110,453,867.0,1
1963,ML1,84,78,677,603,1345,139,525,954.0,1
1963,NYN,51,111,501,774,1168,96,457,1078.0,0
1963,PHI,87,75,642,578,1390,126,403,955.0,1
1963,PIT,74,88,567,595,1385,108,454,940.0,0
1963,SFN,88,74,725,641,1442,197,441,889.0,1
1963,SLN,93,69,747,628,1540,128,458,915.0,1
1964,BAL,97,65,679,567,1357,162,537,1019.0,1
1964,BOS,72,90,688,793,1425,186,504,917.0,0
1964,CHA,98,64,642,501,1356,106,562,902.0,1
1964,CLE,79,83,689,693,1386,164,500,1063.0,0
1964,DET,85,77,699,678,1394,157,517,912.0,1
1964,KC1,57,105,621,836,1321,166,548,1104.0,0
1964,LAA,82,80,544,551,1297,102,472,920.0,1
1964,MIN,79,83,737,678,1413,221,553,1019.0,0
1964,NYA,99,63,730,577,1442,162,520,976.0,1
1964,WS2,62,100,578,733,1246,125,514,1124.0,0
1964,CHN,76,86,649,724,1391,145,499,1041.0,0
1964,CIN,92,70,660,566,1383,130,457,974.0,1
1964,HOU,66,96,495,628,1214,70,381,872.0,0
1964,LAN,80,82,614,572,1375,79,438,893.0,0
1964,ML1,88,74,803,744,1522,159,486,825.0,1
1964,NYN,53,109,569,776,1372,103,353,932.0,0
1964,PHI,92,70,693,632,1415,130,440,924.0,1
1964,PIT,80,82,663,636,1469,121,408,970.0,0
1964,SFN,90,72,656,587,1360,165,505,900.0,1
1964,SLN,93,69,715,652,1531,109,427,925.0,1
1965,BAL,94,68,641,578,1299,125,529,907.0,1
1965,BOS,62,100,669,791,1378,165,607,964.0,0
1965,CAL,75,87,527,569,1279,92,443,973.0,0
1965,CHA,95,67,647,555,1354,125,533,916.0,1
1965,CLE,87,75,663,613,1367,156,506,857.0,1
1965,DET,89,73,680,602,1278,162,554,952.0,1
1965,KC1,59,103,585,755,1294,110,521,1020.0,0
1965,MIN,102,60,774,600,1396,150,554,969.0,1
1965,NYA,77,85,611,604,1286,149,489,951.0,0
1965,WS2,70,92,591,721,1227,136,570,1125.0,0
1965,CHN,72,90,635,723,1316,134,532,948.0,0
1965,CIN,89,73,825,704,1544,183,538,1003.0,1
1965,HOU,65,97,569,711,1299,97,502,877.0,0
1965,LAN,97,65,608,521,1329,78,492,891.0,1
1965,ML1,86,76,708,633,1419,196,408,976.0,1
1965,NYN,50,112,495,752,1202,107,392,1129.0,0
1965,PHI,85,76,654,667,1380,144,494,1091.0,1
1965,PIT,90,72,675,580,1506,111,419,1008.0,1
1965,SFN,95,67,682,593,1384,159,476,844.0,1
1965,SLN,80,81,707,674,1415,109,477,882.0,0
1966,BAL,97,63,755,601,1426,175,514,926.0,1
1966,BOS,72,90,655,731,1318,145,542,1020.0,0
1966,CAL,80,82,604,643,1244,122,525,1062.0,0
1966,CHA,83,79,574,517,1235,87,476,872.0,1
1966,CLE,81,81,574,586,1300,155,450,914.0,0
1966,DET,88,74,719,698,1383,179,551,987.0,1
1966,KC1,74,86,564,648,1259,70,421,982.0,0
1966,MIN,89,73,663,581,1341,144,513,844.0,1
1966,NYA,70,89,611,612,1254,162,485,817.0,0
1966,WS2,71,88,557,659,1245,126,450,1069.0,0
1966,ATL,85,77,782,683,1476,207,512,913.0,1
1966,CHN,59,103,644,809,1418,140,457,998.0,0
1966,CIN,76,84,692,702,1434,149,394,877.0,0
1966,HOU,72,90,612,695,1405,112,491,885.0,0
1966,LAN,95,67,606,490,1399,108,430,830.0,1
1966,NYN,66,95,587,761,1286,98,446,992.0,0
1966,PHI,87,75,696,640,1448,117,510,969.0,1
1966,PIT,92,70,759,641,1586,158,405,1011.0,1
1966,SFN,93,68,675,626,1373,181,414,860.0,1
1966,SLN,83,79,571,577,1377,108,345,977.0,1
1967,BAL,76,85,654,592,1312,138,531,1002.0,0
1967,BOS,92,70,722,614,1394,158,522,1020.0,1
1967,CAL,84,77,567,587,1265,114,453,1021.0,1
1967,CHA,89,73,531,491,1209,89,480,849.0,1
1967,CLE,75,87,559,613,1282,131,413,984.0,0
1967,DET,91,71,683,587,1315,152,626,994.0,1
1967,KC1,62,99,533,660,1244,69,452,1019.0,0
1967,MIN,91,71,671,590,1309,131,512,976.0,1
1967,NYA,72,90,522,621,1225,100,532,1043.0,0
1967,WS2,76,85,550,637,1211,115,472,1037.0,0
1967,ATL,77,85,631,640,1307,158,512,947.0,0
1967,CHN,87,74,702,624,1373,128,509,912.0,1
1967,CIN,87,75,604,563,1366,109,372,969.0,1
1967,HOU,69,93,626,742,1372,93,537,934.0,0
1967,LAN,73,89,519,595,1285,82,485,881.0,0
1967,NYN,61,101,498,672,1288,83,362,981.0,0
1967,PHI,82,80,612,581,1306,103,545,1033.0,1
1967,PIT,81,81,679,693,1585,91,387,914.0,0
1967,SFN,91,71,652,551,1354,140,520,978.0,1
1967,SLN,101,60,695,557,1462,115,443,919.0,1
1968,BAL,91,71,579,497,1187,133,570,1019.0,1
1968,BOS,86,76,614,611,1253,125,582,974.0,1
1968,CAL,67,95,498,615,1209,83,447,1080.0,0
1968,CHA,67,95,463,527,1233,71,397,840.0,0
1968,CLE,86,75,516,504,1266,75,427,858.0,1
1968,DET,103,59,671,492,1292,185,521,964.0,1
1968,MIN,79,83,562,546,1274,105,445,966.0,0
1968,NYA,83,79,536,531,1137,109,566,958.0,1
1968,OAK,82,80,569,544,1300,94,472,1022.0,1
1968,WS2,65,96,524,665,1208,124,454,960.0,0
1968,ATL,81,81,514,549,1399,80,414,782.0,0
1968,CHN,84,78,612,611,1319,130,415,854.0,1
1968,CIN,83,79,690,673,1573,106,379,938.0,1
1968,HOU,72,90,510,588,1233,66,479,988.0,0
1968,LAN,76,86,470,509,1234,67,439,980.0,0
1968,NYN,73,89,473,499,1252,81,379,1203.0,0
1968,PHI,76,86,543,615,1253,100,462,1003.0,0
1968,PIT,80,82,583,532,1404,80,422,953.0,0
1968,SFN,88,74,599,529,1301,108,508,904.0,1
1968,SLN,97,65,583,472,1383,73,378,897.0,1
1969,BAL,109,53,779,517,1465,175,634,806.0,1
1969,BOS,87,75,743,736,1381,197,658,923.0,1
1969,CAL,71,91,528,652,1221,88,516,929.0,0
1969,CHA,68,94,625,723,1346,112,552,844.0,0
1969,CLE,62,99,573,717,1272,119,535,906.0,0
1969,DET,90,72,701,601,1316,182,578,922.0,1
1969,KCA,69,93,586,688,1311,98,522,901.0,0
1969,MIN,97,65,790,618,1520,163,599,906.0,1
1969,NYA,80,81,562,587,1247,94,565,840.0,0
1969,OAK,88,74,740,678,1400,148,617,953.0,1
1969,SE1,64,98,639,799,1276,125,626,1015.0,0
1969,WS2,86,76,694,644,1365,148,630,900.0,1
1969,ATL,93,69,691,631,1411,141,485,665.0,1
1969,CHN,92,70,720,611,1400,142,559,928.0,1
1969,CIN,89,73,798,768,1558,171,474,1042.0,1
1969,HOU,81,81,676,668,1284,104,699,972.0,0
1969,LAN,85,77,645,561,1405,97,484,823.0,1
1969,MON,52,110,582,791,1300,125,529,962.0,0
1969,NYN,100,62,632,541,1311,109,527,1089.0,1
1969,PHI,63,99,645,745,1304,137,549,1130.0,0
1969,PIT,88,74,725,652,1557,119,454,944.0,1
1969,SDN,52,110,468,746,1203,99,423,1143.0,0
1969,SFN,90,72,713,636,1325,136,711,1054.0,1
1969,SLN,87,75,595,540,1403,90,503,876.0,1
1970,BAL,108,54,792,574,1424,179,717,952.0,1
1970,BOS,87,75,786,722,1450,203,594,855.0,1
1970,CAL,86,76,631,630,1391,114,447,922.0,1
1970,CHA,56,106,633,822,1394,123,477,872.0,0
1970,CLE,76,86,649,675,1358,183,503,909.0,0
1970,DET,79,83,666,731,1282,148,656,825.0,0
1970,KCA,65,97,611,705,1341,97,514,958.0,0
1970,MIN,98,64,744,605,1438,153,501,905.0,1
1970,ML4,65,97,613,751,1305,126,592,985.0,0
1970,NYA,93,69,680,612,1381,111,588,808.0,1
1970,OAK,89,73,678,593,1338,171,584,977.0,1
1970,WS2,70,92,626,689,1302,138,635,989.0,0
1970,ATL,76,86,736,772,1495,160,522,736.0,0
1970,CHN,84,78,806,679,1424,179,607,844.0,1
1970,CIN,102,60,775,681,1498,191,547,984.0,1
1970,HOU,79,83,744,763,1446,129,598,911.0,0
1970,LAN,87,74,749,684,1515,87,541,841.0,1
1970,MON,73,89,687,807,1284,136,659,972.0,0
1970,NYN,83,79,695,630,1358,120,684,1062.0,1
1970,PHI,73,88,594,730,1299,101,519,1066.0,0
1970,PIT,89,73,729,664,1522,130,444,871.0,1
1970,SDN,63,99,681,788,1353,172,500,1164.0,0
1970,SFN,86,76,831,826,1460,165,729,1005.0,1
1970,SLN,76,86,744,747,1497,113,569,961.0,0
1971,BAL,101,57,742,530,1382,158,672,844.0,1
1971,BOS,85,77,691,667,1360,161,552,871.0,1
1971,CAL,76,86,511,576,1271,96,441,827.0,0
1971,CHA,79,83,617,597,1346,138,562,870.0,0
1971,CLE,60,102,543,747,1303,109,467,868.0,0
1971,DET,91,71,701,645,1399,179,540,854.0,1
1971,KCA,85,76,603,566,1323,80,490,819.0,1
1971,MIN,74,86,654,670,1406,116,512,846.0,0
1971,ML4,69,92,534,609,1188,104,543,924.0,0
1971,NYA,82,80,648,641,1377,97,581,717.0,1
1971,OAK,101,60,691,564,1383,160,542,1018.0,1
1971,WS2,63,96,537,660,1219,86,575,956.0,0
1971,ATL,82,80,643,699,1434,153,434,747.0,1
1971,CHN,83,79,637,648,1401,128,527,772.0,1
1971,CIN,79,83,586,581,1306,138,438,907.0,0
1971,HOU,79,83,585,567,1319,71,478,888.0,0
1971,LAN,89,73,663,587,1469,95,489,755.0,1
1971,MON,71,90,622,729,1312,88,543,800.0,0
1971,NYN,83,79,588,550,1365,98,547,958.0,1
1971,PHI,67,95,558,688,1289,123,499,1031.0,0
1971,PIT,97,65,788,599,1555,154,469,919.0,1
1971,SDN,61,100,486,610,1250,96,438,966.0,0
1971,SFN,90,72,706,644,1348,140,654,1042.0,1
1971,SLN,90,72,739,699,1542,95,543,757.0,1
1972,BAL,80,74,519,430,1153,100,507,935.0,1
1972,BOS,85,70,640,620,1289,124,522,858.0,1
1972,CAL,75,80,454,533,1249,78,358,850.0,0
1972,CHA,87,67,566,538,1208,108,511,991.0,1
1972,CLE,72,84,472,519,1220,91,420,762.0,0
1972,DET,86,70,558,514,1206,122,483,793.0,1
1972,KCA,76,78,580,545,1317,78,534,711.0,0
1972,MIN,77,77,537,535,1277,93,478,905.0,0
1972,ML4,65,91,493,595,1204,88,472,868.0,0
1972,NYA,79,76,557,527,1288,103,491,689.0,1
1972,OAK,93,62,604,457,1248,134,463,886.0,1
1972,TEX,54,100,461,628,1092,56,503,926.0,0
1972,ATL,70,84,628,730,1363,144,532,770.0,0
1972,CHN,85,70,685,567,1346,133,565,815.0,1
1972,CIN,95,59,707,557,1317,124,606,914.0,1
1972,HOU,84,69,708,636,1359,134,524,907.0,1
1972,LAN,85,70,584,527,1349,98,480,786.0,1
1972,MON,70,86,513,609,1205,91,474,828.0,0
1972,NYN,83,73,528,578,1154,105,589,990.0,1
1972,PHI,59,97,503,635,1240,98,487,930.0,0
1972,PIT,96,59,691,512,1505,110,404,871.0,1
1972,SDN,58,95,488,665,1181,102,407,976.0,0
1972,SFN,69,86,662,649,1281,150,480,964.0,0
1972,SLN,75,81,568,600,1383,70,437,793.0,0
1973,BAL,97,65,754,561,1474,119,648,752.0,1
1973,BOS,89,73,738,647,1472,147,581,799.0,1
1973,CAL,79,83,629,657,1395,93,509,816.0,0
