yearID,teamID,W,L,R,RA,H,HR,BB,SO,Win
1915,NYA,69,83,584,588,1162,31,570,669.0,0
1915,PHA,43,109,545,888,1204,16,436,634.0,0
1915,SLA,63,91,521,680,1255,19,472,765.0,0
1915,WS1,85,68,569,491,1225,12,458,541.0,1
1915,BLF,47,107,550,760,1235,36,470,641.0,0
1915,BRF,70,82,647,673,1348,36,473,654.0,0
1915,BUF,74,78,574,634,1261,40,420,587.0,0
1915,CHF,86,66,640,538,1320,50,444,590.0,1
1915,KCF,81,72,547,551,1206,28,368,503.0,1
1915,NEW,80,72,585,562,1283,17,438,550.0,1
1915,PTF,86,67,592,524,1318,20,448,561.0,1
1915,SLF,87,67,634,527,1344,23,576,502.0,1
1915,BRO,80,72,536,560,1268,14,313,496.0,1
1915,BSN,83,69,582,545,1219,17,549,620.0,1
1915,CHN,73,80,570,620,1246,53,393,639.0,0
1915,CIN,71,83,516,585,1323,15,360,512.0,0
1915,NY1,69,83,582,628,1312,24,315,547.0,0
1915,PHI,90,62,589,463,1216,58,460,600.0,1
1915,PIT,73,81,557,520,1259,24,419,656.0,0
1915,SLN,72,81,590,601,1297,20,457,658.0,0
1916,BOS,91,63,550,480,1246,14,464,482.0,1
1916,CHA,89,65,601,497,1277,17,447,591.0,1
1916,CLE,77,77,630,602,1264,16,522,605.0,0
1916,DET,87,67,670,595,1371,17,545,529.0,1
1916,NYA,80,74,577,561,1277,35,516,632.0,1
1916,PHA,36,117,447,776,1212,19,406,631.0,0
1916,SLA,79,75,588,545,1262,14,627,640.0,1
1916,WS1,76,77,536,543,1238,12,535,597.0,0
1916,BRO,94,60,585,471,1366,28,355,550.0,1
1916,BSN,89,63,542,453,1181,22,437,646.0,1
1916,CHN,67,86,520,541,1237,46,399,662.0,0
1916,CIN,60,93,505,617,1336,14,362,573.0,0
1916,NY1,86,66,597,504,1305,42,356,558.0,1
1916,PHI,91,62,581,489,1244,42,399,571.0,1
1916,PIT,65,89,484,586,1246,20,372,618.0,0
1916,SLN,60,93,476,629,1223,25,335,651.0,0
1917,BOS,90,62,555,454,1243,14,466,473.0,1
1917,CHA,100,54,656,464,1281,18,522,479.0,1
1917,CLE,88,66,584,543,1224,13,549,596.0,1
1917,DET,78,75,639,577,1317,25,483,476.0,1
1917,NYA,71,82,524,558,1226,27,496,535.0,0
1917,PHA,55,98,529,691,1296,17,435,519.0,0
1917,SLA,57,97,510,687,1250,15,405,540.0,0
1917,WS1,74,79,543,566,1238,4,500,574.0,0
1917,BRO,70,81,511,559,1299,25,334,527.0,0
1917,BSN,72,81,536,552,1280,22,427,587.0,0
1917,CHN,74,80,552,567,1229,17,415,599.0,0
1917,CIN,78,76,601,611,1385,26,312,477.0,1
1917,NY1,98,56,635,457,1360,39,373,533.0,1
1917,PHI,87,65,578,500,1262,38,435,533.0,1
1917,PIT,51,103,464,595,1230,9,399,580.0,0
1917,SLN,82,70,531,567,1271,26,359,652.0,1
1918,BOS,75,51,474,380,990,15,406,324.0,1
1918,CHA,57,67,457,446,1057,8,375,358.0,0
1918,CLE,73,54,504,447,1084,9,491,386.0,1
1918,DET,55,71,476,557,1063,13,452,380.0,0
1918,NYA,60,63,493,475,1085,20,367,370.0,0
1918,PHA,52,76,412,538,1039,22,343,485.0,0
1918,SLA,58,64,426,448,1040,5,397,340.0,0
1918,WS1,72,56,461,412,1144,4,376,361.0,1
1918,BRO,57,69,360,463,1052,10,212,326.0,0
1918,BSN,53,71,424,469,1014,13,350,438.0,0
1918,CHN,84,45,538,393,1147,21,358,343.0,1
1918,CIN,68,60,530,496,1185,15,304,303.0,1
1918,NY1,71,53,480,415,1081,13,271,365.0,1
1918,PHI,55,68,430,507,1022,25,346,400.0,0
1918,PIT,65,60,466,412,1016,15,371,285.0,1
1918,SLN,51,78,454,527,1066,27,329,461.0,0
1919,BOS,66,71,564,552,1188,33,471,411.0,0
1919,CHA,88,52,667,534,1343,25,427,358.0,1
1919,CLE,84,55,636,537,1268,24,498,367.0,1
1919,DET,80,60,618,578,1319,23,429,427.0,1
1919,NYA,80,59,578,506,1275,45,386,479.0,1
1919,PHA,36,104,457,742,1156,35,349,565.0,0
1919,SLA,67,72,533,567,1234,31,391,443.0,0
1919,WS1,56,84,533,570,1238,24,416,511.0,0
1919,BRO,69,71,525,513,1272,25,258,405.0,0
1919,BSN,57,82,465,563,1201,24,355,481.0,0
1919,CHN,75,65,454,407,1174,21,298,359.0,1
1919,CIN,96,44,577,401,1204,20,405,368.0,1
1919,NY1,87,53,605,470,1254,40,328,407.0,1
1919,PHI,47,90,510,699,1191,42,323,469.0,0
1919,PIT,71,68,472,466,1132,17,344,381.0,1
1919,SLN,54,83,463,552,1175,18,304,418.0,0
1920,BOS,72,81,650,698,1397,22,533,429.0,0
1920,CHA,96,58,794,665,1574,37,471,353.0,1
1920,CLE,98,56,857,642,1574,35,574,379.0,1
1920,DET,61,93,652,833,1408,30,479,391.0,0
1920,NYA,95,59,838,629,1448,115,539,626.0,1
1920,PHA,48,106,558,834,1324,44,353,593.0,0
1920,SLA,76,77,797,766,1651,50,427,339.0,0
1920,WS1,68,84,723,802,1526,36,433,543.0,0
1920,BRO,93,61,660,528,1493,28,359,391.0,1
1920,BSN,62,90,523,670,1358,23,385,488.0,0
1920,CHN,75,79,619,635,1350,34,428,421.0,0
1920,CIN,82,71,639,569,1432,18,382,367.0,1
1920,NY1,86,68,682,543,1427,46,432,545.0,1
1920,PHI,62,91,565,714,1385,64,283,531.0,0
1920,PIT,79,75,530,552,1342,16,374,405.0,1
1920,SLN,75,79,675,682,1589,32,373,484.0,0
1921,BOS,75,79,668,696,1440,17,428,344.0,0
1921,CHA,62,92,683,858,1509,35,445,474.0,0
1921,CLE,94,60,925,712,1656,42,623,376.0,1
1921,DET,71,82,883,852,1724,58,582,376.0,0
1921,NYA,98,55,948,708,1576,134,588,569.0,1
1921,PHA,53,100,657,894,1497,82,424,565.0,0
1921,SLA,81,73,835,845,1655,67,413,407.0,1
1921,WS1,80,73,704,738,1468,42,462,472.0,1
1921,BRO,77,75,667,681,1476,59,325,400.0,1
1921,BSN,79,74,721,697,1561,61,377,470.0,1
1921,CHN,64,89,668,773,1553,37,343,374.0,0
1921,CIN,70,83,618,649,1421,20,375,308.0,0
1921,NY1,94,59,840,637,1575,75,469,390.0,1
1921,PHI,51,103,617,919,1512,88,294,615.0,0
1921,PIT,90,63,692,595,1533,37,341,371.0,1
1921,SLN,87,66,809,681,1635,83,382,452.0,1
1922,BOS,61,93,598,769,1392,45,366,455.0,0
1922,CHA,77,77,691,691,1463,45,482,463.0,0
1922,CLE,78,76,768,817,1544,32,554,331.0,1
1922,DET,79,75,828,791,1641,54,530,378.0,1
1922,NYA,94,60,758,618,1504,95,497,532.0,1
1922,PHA,65,89,705,830,1409,111,437,591.0,0
1922,SLA,93,61,867,643,1693,98,473,381.0,1
1922,WS1,69,85,650,706,1395,45,458,442.0,0
1922,BRO,76,78,743,754,1569,56,339,318.0,0
1922,BSN,53,100,596,822,1355,32,387,451.0,0
1922,CHN,80,74,771,808,1564,42,525,447.0,1
1922,CIN,86,68,766,677,1561,45,436,381.0,1
1922,NY1,93,61,852,658,1661,80,448,421.0,1
1922,PHI,57,96,738,920,1537,116,450,611.0,0
1922,PIT,85,69,865,736,1698,52,423,326.0,1
1922,SLN,85,69,863,819,1634,107,447,425.0,1
1923,BOS,61,91,584,809,1354,34,391,480.0,0
1923,CHA,69,85,692,741,1463,42,532,458.0,0
1923,CLE,82,71,888,746,1594,59,633,384.0,1
1923,DET,83,71,831,741,1579,41,596,385.0,1
1923,NYA,98,54,823,622,1554,105,521,516.0,1
1923,PHA,69,83,661,761,1407,53,445,517.0,0
1923,SLA,74,78,688,720,1489,82,442,423.0,0
1923,WS1,75,78,720,747,1436,26,532,448.0,0
1923,BRO,76,78,753,741,1559,62,425,382.0,0
1923,BSN,54,100,636,798,1455,32,429,404.0,0
1923,CHN,83,71,756,704,1516,90,455,485.0,1
1923,CIN,91,63,708,629,1506,45,439,367.0,1
1923,NY1,95,58,854,679,1610,85,487,406.0,1
1923,PHI,50,104,748,1008,1528,112,414,556.0,0
1923,PIT,87,67,786,696,1592,49,407,362.0,1
1923,SLN,79,74,746,732,1582,63,438,446.0,1
1924,BOS,67,87,737,806,1481,30,603,417.0,0
1924,CHA,66,87,793,858,1512,41,604,418.0,0
1924,CLE,67,86,755,814,1580,41,492,371.0,0
1924,DET,86,68,849,796,1604,35,607,400.0,1
1924,NYA,89,63,798,667,1516,98,478,420.0,1
1924,PHA,71,81,685,778,1459,63,374,482.0,0
1924,SLA,74,78,769,809,1543,67,465,349.0,0
1924,WS1,92,62,755,613,1558,22,513,392.0,1
1924,BRO,92,62,717,675,1534,72,447,357.0,1
1924,BSN,53,100,520,800,1355,25,354,451.0,0
1924,CHN,81,72,698,699,1419,66,469,521.0,1
1924,CIN,83,70,649,579,1539,36,349,334.0,1
1924,NY1,93,60,857,641,1634,95,467,479.0,1
1924,PHI,55,96,676,849,1459,94,382,452.0,0
1924,PIT,90,63,724,588,1517,44,366,396.0,1
1924,SLN,65,89,740,750,1552,67,382,418.0,0
1925,BOS,47,105,639,922,1375,41,513,422.0,0
1925,CHA,79,75,811,770,1482,38,662,405.0,1
1925,CLE,70,84,782,817,1613,52,520,379.0,0
1925,DET,81,73,903,829,1621,50,640,386.0,1
1925,NYA,69,85,706,774,1471,110,470,482.0,0
1925,PHA,88,64,831,713,1659,76,453,432.0,1
1925,SLA,82,71,900,906,1620,110,498,375.0,1
1925,WS1,96,55,829,670,1577,56,533,427.0,1
1925,BRO,68,85,786,866,1617,64,437,383.0,0
1925,BSN,70,83,708,802,1567,41,405,380.0,0
1925,CHN,68,86,723,773,1473,86,397,470.0,0
1925,CIN,80,73,690,643,1490,44,409,327.0,1
1925,NY1,86,66,736,702,1507,114,411,494.0,1
1925,PHI,68,85,812,930,1598,100,456,542.0,0
1925,PIT,95,58,912,715,1651,78,499,363.0,1
1925,SLN,77,76,828,764,1592,109,446,414.0,1
1926,BOS,46,107,562,835,1325,32,465,450.0,0
1926,CHA,81,72,730,665,1508,32,556,381.0,1
1926,CLE,88,66,738,612,1529,27,455,332.0,1
1926,DET,79,75,793,830,1547,36,599,423.0,1
1926,NYA,91,63,847,713,1508,121,642,580.0,1
1926,PHA,83,67,677,570,1359,61,523,452.0,1
1926,SLA,62,92,682,845,1449,72,437,465.0,0
1926,WS1,81,69,802,761,1525,43,555,369.0,1
1926,BRO,71,82,623,705,1348,40,475,464.0,0
1926,BSN,66,86,624,719,1444,16,426,348.0,0
1926,CHN,82,72,682,602,1453,66,445,447.0,1
1926,CIN,87,67,747,651,1541,35,454,333.0,1
1926,NY1,74,77,663,668,1435,73,339,420.0,0
1926,PHI,58,93,687,900,1479,75,422,479.0,0
1926,PIT,84,69,769,689,1514,44,434,350.0,1
1926,SLN,89,65,817,678,1541,90,478,518.0,1
1927,BOS,51,103,597,856,1348,28,430,456.0,0
1927,CHA,70,83,662,708,1433,36,493,389.0,0
1927,CLE,66,87,668,766,1471,26,381,366.0,0
1927,DET,82,71,845,805,1533,51,587,420.0,1
1927,NYA,110,44,975,599,1644,158,635,605.0,1
1927,PHA,91,63,841,726,1606,56,551,326.0,1
1927,SLA,59,94,724,904,1440,55,443,420.0,0
1927,WS1,85,69,782,730,1549,29,498,359.0,1
1927,BRO,65,88,541,619,1314,39,368,494.0,0
1927,BSN,60,94,651,771,1498,37,346,363.0,0
1927,CHN,85,68,750,661,1505,74,481,492.0,1
1927,CIN,75,78,643,653,1439,29,402,332.0,0
1927,NY1,92,62,817,720,1594,109,461,462.0,1
1927,PHI,51,103,678,903,1487,57,434,482.0,0
1927,PIT,94,60,817,659,1648,54,437,355.0,1
1927,SLN,92,61,754,665,1450,84,484,511.0,1
1928,BOS,57,96,589,770,1356,38,389,512.0,0
1928,CHA,72,82,656,725,1405,24,469,488.0,0
1928,CLE,62,92,674,830,1535,34,377,426.0,0
1928,DET,68,86,744,804,1476,62,469,438.0,0
1928,NYA,101,53,894,685,1578,133,562,544.0,1
1928,PHA,98,55,829,615,1540,89,533,442.0,1
1928,SLA,82,72,772,742,1431,63,548,479.0,1
1928,WS1,75,79,718,705,1510,40,481,390.0,0
1928,BRO,77,76,665,640,1393,66,557,510.0,1
1928,BSN,50,103,631,878,1439,52,447,377.0,0
1928,CHN,91,63,714,615,1460,92,508,517.0,1
1928,CIN,78,74,648,686,1449,32,386,330.0,1
1928,NY1,93,61,807,653,1600,118,444,376.0,1
1928,PHI,43,109,660,957,1396,85,503,510.0,0
1928,PIT,85,67,837,704,1659,52,435,352.0,1
1928,SLN,95,59,807,636,1505,113,568,438.0,1
1929,BOS,58,96,605,803,1377,28,413,494.0,0
1929,CHA,59,93,627,792,1406,37,425,436.0,0
1929,CLE,81,71,717,736,1525,62,453,363.0,1
1929,DET,70,84,926,928,1671,110,521,496.0,0
1929,NYA,88,66,899,775,1587,142,554,518.0,1
1929,PHA,104,46,901,615,1539,122,543,440.0,1
1929,SLA,79,73,733,713,1426,46,589,431.0,1
1929,WS1,71,81,730,776,1445,48,556,400.0,0
1929,BRO,70,83,755,888,1535,99,504,454.0,0
1929,BSN,56,98,657,876,1481,33,408,432.0,0
1929,CHN,98,54,982,758,1655,139,589,567.0,1
1929,CIN,66,88,686,760,1478,34,412,347.0,0
1929,NY1,84,67,897,709,1594,136,482,405.0,1
1929,PHI,71,82,897,1032,1693,153,573,470.0,0
1929,PIT,88,65,904,780,1663,60,503,335.0,1
1929,SLN,78,74,831,806,1569,100,490,455.0,1
1930,BOS,52,102,612,814,1393,47,358,552.0,0
1930,CHA,62,92,729,884,1496,63,389,479.0,0
1930,CLE,81,73,890,915,1654,72,490,461.0,1
1930,DET,75,79,783,833,1504,82,461,508.0,0
1930,NYA,86,68,1062,898,1683,152,644,569.0,1
1930,PHA,102,52,951,751,1573,125,599,531.0,1
1930,SLA,64,90,751,886,1415,75,497,550.0,0
1930,WS1,94,60,892,689,1620,57,537,438.0,1
1930,BRO,86,68,871,738,1654,122,481,541.0,1
1930,BSN,70,84,693,835,1503,66,332,397.0,0
1930,CHN,90,64,998,870,1722,171,588,635.0,1
1930,CIN,59,95,665,857,1475,74,445,489.0,0
1930,NY1,87,67,959,814,1769,143,422,382.0,1
1930,PHI,52,102,944,1199,1783,126,450,459.0,0
1930,PIT,80,74,891,928,1622,86,494,449.0,1
1930,SLN,92,62,1004,784,1732,104,479,496.0,1
1931,BOS,62,90,625,800,1409,37,405,565.0,0
1931,CHA,56,97,704,939,1423,27,483,445.0,0
1931,CLE,78,76,885,833,1612,71,555,433.0,1
1931,DET,61,93,651,836,1456,43,480,468.0,0
1931,NYA,94,59,1067,760,1667,155,748,554.0,1
1931,PHA,107,45,858,626,1544,118,528,543.0,1
1931,SLA,63,91,722,870,1455,76,488,580.0,0
1931,WS1,92,62,843,691,1588,49,481,459.0,1
1931,BRO,79,73,681,673,1464,71,409,512.0,1
1931,BSN,64,90,533,680,1367,34,368,430.0,0
1931,CHN,84,70,828,710,1578,84,577,641.0,1
1931,CIN,58,96,592,742,1439,21,403,463.0,0
1931,NY1,87,65,768,599,1554,101,383,395.0,1
1931,PHI,66,88,684,828,1502,81,437,492.0,0
1931,PIT,75,79,636,691,1425,41,493,454.0,0
1931,SLN,101,53,815,614,1554,60,432,475.0,1
1932,BOS,43,111,566,915,1331,53,469,539.0,0
1932,CHA,49,102,667,897,1426,36,459,386.0,0
1932,CLE,87,65,845,747,1544,78,566,454.0,1
1932,DET,76,75,799,787,1479,80,486,523.0,1
1932,NYA,107,47,1002,724,1564,160,766,527.0,1
1932,PHA,94,60,981,752,1606,172,647,630.0,1
1932,SLA,63,91,736,898,1502,67,507,528.0,0
1932,WS1,93,61,840,716,1565,61,505,442.0,1
1932,BRO,81,73,752,747,1538,110,388,574.0,1
1932,BSN,77,77,649,655,1460,63,347,496.0,0
1932,CHN,90,64,720,633,1519,69,398,514.0,1
1932,CIN,60,94,575,715,1429,47,436,436.0,0
1932,NY1,72,82,755,706,1527,116,348,391.0,0
1932,PHI,78,76,844,796,1608,122,446,547.0,1
1932,PIT,86,68,701,711,1543,48,358,385.0,1
1932,SLN,72,82,684,717,1467,76,420,514.0,0
1933,BOS,63,86,700,758,1407,50,525,464.0,0
1933,CHA,67,83,683,814,1448,43,538,416.0,0
1933,CLE,75,76,654,669,1366,50,448,426.0,0
1933,DET,75,79,722,733,1479,57,475,523.0,0
1933,NYA,91,59,927,768,1495,144,700,506.0,1
1933,PHA,79,72,875,853,1519,139,625,618.0,1
1933,SLA,55,96,669,820,1337,64,520,556.0,0
1933,WS1,99,53,850,665,1586,60,539,395.0,1
1933,BRO,65,88,617,695,1413,62,397,453.0,0
1933,BSN,83,71,552,531,1320,54,326,428.0,1
1933,CHN,86,68,646,536,1422,72,392,475.0,1
1933,CIN,58,94,496,643,1267,34,349,354.0,0
1933,NY1,91,61,636,515,1437,82,377,477.0,1
1933,PHI,60,92,607,760,1439,60,381,479.0,0
1933,PIT,87,67,667,619,1548,39,366,334.0,1
1933,SLN,82,71,687,609,1486,57,391,528.0,1
1934,BOS,76,76,820,775,1465,51,610,535.0,0
1934,CHA,53,99,704,946,1395,71,565,524.0,0
1934,CLE,85,69,814,763,1550,100,526,433.0,1
1934,DET,101,53,958,708,1644,74,639,528.0,1
1934,NYA,94,60,842,669,1494,135,700,597.0,1
1934,PHA,68,82,764,838,1491,144,491,584.0,0
1934,SLA,67,85,674,800,1417,62,514,631.0,0
1934,WS1,66,86,729,806,1512,51,570,447.0,0
1934,BRO,71,81,748,795,1526,79,548,555.0,0
1934,BSN,78,73,683,714,1460,83,375,440.0,1
1934,CHN,86,65,705,639,1494,101,375,630.0,1
1934,CIN,52,99,590,801,1428,55,313,532.0,0
1934,NY1,93,60,760,583,1485,126,406,526.0,1
1934,PHI,56,93,675,794,1480,56,398,534.0,0
1934,PIT,74,76,735,713,1541,52,440,398.0,0
1934,SLN,95,58,799,656,1582,104,392,535.0,1
1935,BOS,78,75,718,732,1458,69,609,470.0,1
1935,CHA,74,78,738,750,1460,74,580,405.0,0
1935,CLE,82,71,776,739,1573,93,460,567.0,1
1935,DET,93,58,919,665,1573,106,627,456.0,1
1935,NYA,89,60,818,632,1462,104,604,469.0,1
1935,PHA,58,91,710,869,1470,112,475,602.0,0
1935,SLA,65,87,718,930,1446,73,593,561.0,0
1935,WS1,67,86,823,903,1591,32,596,406.0,0
1935,BRO,70,83,711,767,1496,59,430,520.0,0
1935,BSN,38,115,575,852,1396,75,353,436.0,0
1935,CHN,100,54,847,597,1581,88,464,471.0,1
1935,CIN,68,85,646,772,1403,73,392,547.0,0
1935,NY1,91,62,770,675,1608,123,392,479.0,1
1935,PHI,64,89,685,871,1466,92,392,661.0,0
1935,PIT,86,67,743,647,1543,66,457,437.0,1
1935,SLN,96,58,829,625,1548,86,404,521.0,1
1936,BOS,74,80,775,764,1485,86,584,465.0,0
1936,CHA,81,70,920,873,1597,60,684,417.0,1
1936,CLE,80,74,921,862,1715,123,514,470.0,1
1936,DET,83,71,921,871,1638,94,640,462.0,1
1936,NYA,102,51,1065,731,1676,182,700,594.0,1
1936,PHA,53,100,714,1045,1443,72,524,590.0,0
1936,SLA,57,95,804,1064,1502,79,625,627.0,0
1936,WS1,82,71,889,799,1601,62,576,398.0,1
1936,BRO,67,87,662,752,1518,33,390,458.0,0
1936,BSN,71,83,631,715,1450,67,433,582.0,0
1936,CHN,87,67,755,603,1545,76,491,462.0,1
1936,CIN,74,80,722,760,1476,82,410,584.0,0
1936,NY1,92,62,742,621,1529,97,431,452.0,1
1936,PHI,54,100,726,874,1538,103,451,586.0,0
1936,PIT,84,70,804,718,1596,60,517,502.0,1
1936,SLN,87,67,795,794,1554,88,442,577.0,1
1937,BOS,80,72,821,775,1506,100,601,557.0,1
1937,CHA,86,68,780,730,1478,67,549,447.0,1
1937,CLE,83,71,817,768,1499,103,570,551.0,1
1937,DET,89,65,935,841,1611,150,656,711.0,1
1937,NYA,102,52,979,671,1554,174,709,607.0,1
1937,PHA,54,97,699,854,1398,94,583,557.0,0
1937,SLA,46,108,715,1023,1573,71,514,510.0,0
1937,WS1,73,80,757,841,1559,47,591,503.0,0
1937,BRO,62,91,616,772,1401,37,469,583.0,0
1937,BSN,79,73,579,556,1265,63,485,707.0,1
1937,CHN,93,61,811,682,1537,96,538,496.0,1
1937,CIN,56,98,612,707,1329,73,437,586.0,0
1937,NY1,95,57,732,602,1484,111,412,492.0,1
1937,PHI,61,92,724,869,1482,103,478,640.0,0
1937,PIT,86,68,704,646,1550,47,463,480.0,1
1937,SLN,81,73,789,733,1543,94,385,569.0,1
1938,BOS,88,61,902,751,1566,98,650,463.0,1
1938,CHA,65,83,709,752,1439,67,514,489.0,0
1938,CLE,86,66,847,782,1506,113,550,605.0,1
1938,DET,84,70,862,795,1434,137,693,581.0,1
1938,NYA,99,53,966,710,1480,174,749,616.0,1
1938,PHA,53,99,726,956,1410,98,605,590.0,0
1938,SLA,55,97,755,962,1498,92,590,528.0,0
1938,WS1,75,76,814,873,1602,85,573,379.0,0
1938,BRO,69,80,704,710,1322,61,611,615.0,0
1938,BSN,77,75,561,618,1311,54,424,548.0,1
1938,CHN,89,63,713,598,1435,65,522,476.0,1
1938,CIN,82,68,723,634,1495,110,366,518.0,1
1938,NY1,83,67,705,637,1424,125,465,528.0,1
1938,PHI,45,105,550,840,1318,40,423,507.0,0
1938,PIT,86,64,707,630,1511,65,485,409.0,1
1938,SLN,71,80,725,721,1542,91,412,492.0,0
1939,BOS,89,62,890,795,1543,124,591,505.0,1
1939,CHA,85,69,755,737,1451,64,579,502.0,1
1939,CLE,87,67,797,700,1490,85,557,574.0,1
1939,DET,81,73,849,762,1487,124,620,592.0,1
1939,NYA,106,45,967,556,1521,166,701,543.0,1
1939,PHA,55,97,711,1022,1438,98,503,532.0,0
1939,SLA,43,111,733,1035,1453,91,559,606.0,0
1939,WS1,65,87,702,797,1483,44,547,460.0,0
1939,BRO,84,69,708,645,1420,78,564,639.0,1
1939,BSN,63,88,572,659,1395,56,366,494.0,0
1939,CHN,84,70,724,678,1407,91,523,553.0,1
1939,CIN,97,57,767,595,1493,98,500,538.0,1
1939,NY1,77,74,703,685,1395,116,498,499.0,1
1939,PHI,45,106,553,856,1341,49,421,486.0,0
1939,PIT,68,85,666,721,1453,63,477,420.0,0
1939,SLN,92,61,779,633,1601,98,475,566.0,1
1940,BOS,82,72,872,825,1566,145,590,597.0,1
1940,CHA,82,72,735,672,1499,73,496,569.0,1
1940,CLE,89,65,710,637,1422,101,519,597.0,1
1940,DET,90,64,888,717,1549,134,664,556.0,1
1940,NYA,88,66,817,671,1371,155,648,606.0,1
1940,PHA,54,100,703,932,1391,105,556,656.0,0
1940,SLA,67,87,757,882,1423,118,556,642.0,0
1940,WS1,64,90,665,811,1453,52,468,504.0,0
1940,BRO,88,65,697,621,1421,93,522,570.0,1
1940,BSN,65,87,623,745,1366,59,402,581.0,0
1940,CHN,75,79,681,636,1441,86,482,566.0,0
1940,CIN,100,53,707,528,1427,89,453,503.0,1
1940,NY1,72,80,663,659,1423,91,453,478.0,0
1940,PHI,50,103,494,750,1225,75,435,527.0,0
1940,PIT,78,76,809,783,1511,76,553,494.0,1
1940,SLN,84,69,747,699,1514,119,479,610.0,1
1941,BOS,84,70,865,750,1517,124,683,567.0,1
1941,CHA,77,77,638,649,1376,47,510,476.0,0
1941,CLE,75,79,677,668,1350,103,512,605.0,0
1941,DET,75,79,686,743,1412,81,602,584.0,0
1941,NYA,101,53,830,631,1464,151,616,565.0,1
1941,PHA,64,90,713,840,1431,85,574,588.0,0
1941,SLA,70,84,765,823,1440,91,775,552.0,0
1941,WS1,70,84,728,798,1502,52,470,488.0,0
1941,BRO,100,54,800,581,1494,101,600,535.0,1
1941,BSN,62,92,592,720,1357,48,471,608.0,0
1941,CHN,70,84,666,670,1323,99,559,670.0,0
1941,CIN,88,66,616,564,1288,64,477,428.0,1
1941,NY1,74,79,667,706,1401,95,504,518.0,0
1941,PHI,43,111,501,793,1277,64,451,596.0,0
1941,PIT,81,73,690,643,1417,56,547,516.0,1
1941,SLN,97,56,734,589,1482,70,540,543.0,1
1942,BOS,93,59,761,594,1451,103,591,508.0,1
1942,CHA,66,82,538,609,1215,25,497,427.0,0
1942,CLE,75,79,590,659,1344,50,500,544.0,0
1942,DET,73,81,589,587,1313,76,509,476.0,0
1942,NYA,103,51,801,507,1429,108,591,556.0,1
1942,PHA,55,99,549,801,1315,33,440,490.0,0
1942,SLA,82,69,730,637,1354,98,609,607.0,1
1942,WS1,62,89,653,817,1364,40,581,536.0,0
1942,BRO,104,50,742,510,1398,62,572,484.0,1
1942,BSN,59,89,515,645,1216,68,474,507.0,0
1942,CHN,68,86,591,665,1360,75,509,607.0,0
1942,CIN,76,76,527,545,1216,66,483,549.0,0
1942,NY1,85,67,675,600,1323,109,558,511.0,1
1942,PHI,42,109,394,706,1174,44,392,488.0,0
1942,PIT,66,81,585,631,1250,54,537,536.0,0
1942,SLN,106,48,755,482,1454,60,551,507.0,1
1943,BOS,68,84,563,607,1314,57,486,591.0,0
1943,CHA,82,72,573,594,1297,33,561,581.0,1
1943,CLE,82,71,600,577,1344,55,567,521.0,1
1943,DET,78,76,632,560,1401,77,483,553.0,1
1943,NYA,98,56,669,542,1350,100,624,562.0,1
1943,PHA,49,105,497,717,1219,26,430,465.0,0
1943,SLA,72,80,596,604,1269,78,569,646.0,0
1943,WS1,84,69,666,595,1328,47,605,579.0,1
1943,BRO,81,72,716,674,1444,39,580,422.0,1
1943,BSN,68,85,465,612,1213,39,469,609.0,0
1943,CHN,74,79,632,600,1380,52,574,522.0,0
1943,CIN,87,67,608,543,1362,43,445,476.0,1
1943,NY1,55,98,558,713,1309,81,480,470.0,0
1943,PHI,64,90,571,676,1321,66,499,556.0,0
1943,PIT,80,74,669,605,1401,42,573,566.0,1
1943,SLN,105,49,679,475,1515,70,428,438.0,1
1944,BOS,77,77,739,676,1456,69,522,505.0,0
1944,CHA,71,83,543,662,1307,23,439,448.0,0
1944,CLE,72,82,643,677,1458,70,512,593.0,0
1944,DET,88,66,658,581,1405,60,532,500.0,1
1944,NYA,83,71,674,617,1410,96,523,627.0,1
1944,PHA,72,82,525,594,1364,36,422,490.0,0
1944,SLA,89,65,684,587,1328,72,531,604.0,1
1944,WS1,64,90,592,664,1386,33,470,477.0,0
1944,BRO,63,91,690,832,1450,56,486,451.0,0
1944,BSN,65,89,593,674,1299,79,456,509.0,0
1944,CHN,75,79,702,669,1425,71,520,521.0,0
1944,CIN,89,65,573,537,1340,51,423,391.0,1
1944,NY1,67,87,682,773,1398,93,512,480.0,0
1944,PHI,61,92,539,658,1331,55,470,500.0,0
1944,PIT,90,63,744,662,1441,70,573,616.0,1
1944,SLN,105,49,772,490,1507,100,544,473.0,1
1945,BOS,71,83,599,674,1393,50,541,534.0,0
1945,CHA,71,78,596,633,1330,22,470,467.0,0
1945,CLE,73,72,557,548,1249,65,505,578.0,1
1945,DET,88,65,633,565,1345,77,517,533.0,1
1945,NYA,81,71,676,606,1343,93,618,567.0,1
1945,PHA,52,98,494,638,1297,33,449,463.0,0
1945,SLA,81,70,597,548,1302,63,500,555.0,1
1945,WS1,87,67,622,562,1375,27,545,489.0,1
1945,BRO,87,67,795,724,1468,57,629,434.0,1
1945,BSN,67,85,721,728,1453,101,520,510.0,0
1945,CHN,98,56,735,532,1465,57,554,462.0,1
1945,CIN,61,93,536,694,1317,56,392,532.0,0
1945,NY1,78,74,668,700,1439,114,501,457.0,1
1945,PHI,46,108,548,865,1278,56,449,501.0,0
1945,PIT,82,72,753,686,1425,72,590,480.0,1
